ch,photo_diode,R,G,B,IR,id
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2523237907938923,0.34553516762834185,0.4021410415777658,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.25272770713318643,0.34787225570097424,0.39940003716583933,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2523237907938923,0.34553516762834185,0.4021410415777658,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.2518751736271877,0.3466987684044819,0.4014260579683304,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.11080742913000978,0.2523237907938923,0.34553516762834185,0.4021410415777658,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.1075483870967742,0.250907595270757,0.3471471671377999,0.401945237591443,1.1666666666666667,"['53', 'A2', '56', '66', '42', '00', '01']"
